"","storm_number","storm_name","typea","datesb_utc","max_winds_kt","min_pressure_mb","accumulated_cyclone_energyc_x104_kt2","direct_deathsd","u_s_damagee_million","tropical_cyclone_report_status","year","basin","source"
"1039",5,"Ernesto","TS","15 Aug–17 Aug",40,1003,1.5,NA,NA,NA,2018,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=atl"
"1040",6,"Florence","MH","31 Aug–17 Sep",130,937,39.7,NA,NA,NA,2018,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=atl"
"1041",7,"Gordon","TS","03 Sep–06 Sep",60,996,2.3,NA,NA,NA,2018,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=atl"
"1042",8,"Helene","HU","07 Sep–16 Sep",95,967,15.7,NA,NA,NA,2018,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=atl"
"1043",9,"Isaac","HU","07 Sep–15 Sep",65,995,6.8,NA,NA,NA,2018,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=atl"
"1044",10,"Joyce","TS","12 Sep–18 Sep",45,995,2.4,NA,NA,NA,2018,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=atl"
"1045",11,"Eleven","TD","21 Sep–22 Sep",30,1007,0,NA,NA,NA,2018,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=atl"
"1046",12,"Kirk","TS","22 Sep–28 Sep",55,998,3.2,NA,NA,NA,2018,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=atl"
"1047",13,"Leslie","HU","23 Sep–13 Oct",80,968,21.3,NA,NA,NA,2018,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=atl"
"1048",14,"Michael","MH","07 Oct–11 Oct",140,919,12.5,NA,NA,NA,2018,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=atl"
"1049",15,"Nadine","TS","09 Oct–12 Oct",55,995,2.7,NA,NA,NA,2018,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=atl"
"1050",16,"Oscar","HU","26 Oct–31 Oct",95,966,9,NA,NA,NA,2018,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=atl"
"1051",1,"One-E","TD","10 May–11 May",30,1007,0,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1052",2,"Aletta","MH","06 Jun–11 Jun",120,943,11.2,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1053",3,"Bud","MH","09 Jun–15 Jun",120,943,12.3,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1054",4,"Carlotta","TS","14 Jun–18 Jun",55,997,1.5,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1055",5,"Daniel","TS","24 Jun–26 Jun",40,1004,0.7,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1056",6,"Emilia","TS","27 Jun–01 Jul",50,997,1.5,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1057",7,"Fabio","HU","30 Jun–06 Jul",95,964,9.8,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1058",8,"Gilma","TS","26 Jul–29 Jul",40,1005,0.5,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1059",9,"Nine-E","TD","26 Jul–27 Jul",30,1007,0,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1060",10,"Hector","MH^","31 Jul–16 Aug",135,936,17.9,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1061",11,"Ileana","TS","04 Aug–07 Aug",55,998,1.9,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1062",12,"John","HU","05 Aug–10 Aug",95,964,8.5,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1063",13,"Kristy","TS","06 Aug–12 Aug",60,991,4.3,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1064",14,"Lane","MH^","15 Aug–28 Aug",140,926,8.9,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1065",15,"Miriam","HU^","26 Aug–02 Sep",85,974,3.8,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1066",16,"Norman","MH","28 Aug–08 Sep",130,937,24.7,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1067",17,"Olivia","MH","01 Sep–14 Sep",115,951,18.6,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1068",18,"Paul","TS","08 Sep–11 Sep",40,1002,1.2,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1069",19,"Nineteen-E","TD","19 Sep–20 Sep",30,1002,0,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1070",20,"Rosa","MH","25 Sep–02 Oct",130,936,17,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1071",21,"Sergio","MH","29 Sep–12 Oct",120,942,35.7,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1072",22,"Tara","TS","14 Oct–16 Oct",55,995,1.3,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1073",23,"Vicente","TS","19 Oct–23 Oct",45,1002,2.2,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1074",24,"Willa","MH","20 Oct–24 Oct",140,925,15.7,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1075",25,"Xavier","TS","02 Nov–05 Nov",55,995,2.8,NA,NA,NA,2018,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=epac"
"1076",8,"Gilma","TS^","26 Jul–29 Jul",40,1005,0,NA,NA,NA,2018,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=cpac"
"1077",10,"Hector","MH","31 Jul–16 Aug",135,936,32,NA,NA,NA,2018,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=cpac"
"1078",14,"Lane","MH","15 Aug–28 Aug",140,926,33.8,NA,NA,NA,2018,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=cpac"
"1079",15,"Miriam","HU","26 Aug–02 Sep",85,974,6.8,NA,NA,NA,2018,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=cpac"
"1080",16,"Norman","MH^","28 Aug–08 Sep",130,937,12.1,NA,NA,NA,2018,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=cpac"
"1081",17,"Olivia","MH^","01 Sep–14 Sep",115,951,6.5,NA,NA,NA,2018,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=cpac"
"1082",1,"Walaka","MH","29 Sep–06 Oct",140,921,24.8,NA,NA,NA,2018,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2018&basin=cpac"
"1083",1,"Andrea","SS","20 May–21 May",35,1006,0.4,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1084",2,"Barry","HU","11 Jul–15 Jul",65,993,3.5,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1085",3,"Three","TD","22 Jul–23 Jul",30,1013,0,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1086",4,"Chantal","TS","20 Aug–23 Aug",35,1007,0.5,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1087",5,"Dorian","MH","24 Aug–07 Sep",160,910,48.9,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1088",6,"Erin","TS","26 Aug–29 Aug",35,1002,0.5,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1089",7,"Fernand","TS","03 Sep–05 Sep",45,1000,0.8,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1090",8,"Gabrielle","TS","03 Sep–10 Sep",55,995,5.4,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1091",9,"Humberto","MH","13 Sep–19 Sep",110,950,15.2,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1092",10,"Jerry","HU","17 Sep–24 Sep",90,976,9.3,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1093",11,"Imelda","TS","17 Sep–19 Sep",40,1003,0.2,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1094",12,"Karen","TS","22 Sep–27 Sep",40,1003,2.3,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1095",13,"Lorenzo","MH","23 Sep–02 Oct",140,925,31,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1096",14,"Melissa","TS","11 Oct–14 Oct",55,994,2.6,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1097",15,"Fifteen","TD","14 Oct–16 Oct",30,1006,0,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1098",16,"Nestor","TS","18 Oct–19 Oct",50,996,0.8,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1099",17,"Olga","TS","25 Oct–25 Oct",40,998,0.3,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1100",18,"Pablo","HU","25 Oct–28 Oct",70,977,3.6,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1101",19,"Rebekah","SS","30 Oct–01 Nov",45,982,1.2,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1102",20,"Sebastien","TS","19 Nov–24 Nov",60,991,5.8,NA,NA,NA,2019,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=atl"
"1103",1,"Alvin","HU","25 Jun–29 Jun",65,992,2.8,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1104",2,"Barbara","MH","30 Jun–05 Jul",135,930,19.1,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1105",3,"Cosme","TS","06 Jul–07 Jul",45,1001,0.9,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1106",4,"Four-E","TD","12 Jul–13 Jul",30,1006,0,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1107",5,"Dalila","TS","22 Jul–25 Jul",40,1004,0.6,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1108",6,"Erick","MH^","27 Jul–04 Aug",115,952,2.5,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1109",7,"Flossie","HU","28 Jul–05 Aug",70,987,6.3,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1110",8,"Gil","TS","03 Aug–04 Aug",35,1006,0.2,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1111",9,"Henriette","TS","12 Aug–13 Aug",40,1003,0.6,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1112",10,"Ivo","TS","21 Aug–25 Aug",60,990,3.5,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1113",11,"Juliette","MH","01 Sep–07 Sep",110,953,14.6,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1114",12,"Akoni","TS^","04 Sep–06 Sep",35,1004,0,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1115",13,"Kiko","MH","12 Sep–24 Sep",115,950,17.8,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1116",14,"Mario","TS","17 Sep–22 Sep",60,991,4.5,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1117",15,"Lorena","HU","17 Sep–22 Sep",75,985,6.3,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1118",16,"Narda","TS","29 Sep–01 Oct",45,997,1.4,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1119",17,"Unnamed","PTC","16 Oct–16 Oct",30,1005,0,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1120",18,"Octave","TS","17 Oct–19 Oct",40,1006,0.7,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1121",19,"Priscilla","TS","20 Oct–21 Oct",40,1003,0.4,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1122",20,"Raymond","TS","14 Nov–17 Nov",45,1001,1.4,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1123",21,"Twenty-one","TD","16 Nov–18 Nov",30,1006,0,NA,NA,NA,2019,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=epac"
"1124",2,"Barbara","MH^","30 Jun–05 Jul",135,930,0,NA,NA,NA,2019,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=cpac"
"1125",6,"Erick","MH","27 Jul–04 Aug",115,952,11.6,NA,NA,NA,2019,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=cpac"
"1126",7,"Flossie","HU^","28 Jul–05 Aug",70,987,1.5,NA,NA,NA,2019,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=cpac"
"1127",12,"Akoni","TS","04 Sep–06 Sep",35,1004,0.4,NA,NA,NA,2019,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=cpac"
"1128",13,"Kiko","MH^","12 Sep–24 Sep",115,950,0,NA,NA,NA,2019,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=cpac"
"1129",1,"Ema","TS","12 Oct–14 Oct",45,1003,0.7,NA,NA,NA,2019,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2019&basin=cpac"
"1130",1,"Arthur","TS","16 May–19 May",50,990,1.8,0,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1131",2,"Bertha","TS","27 May–28 May",45,1005,0.4,0,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1132",3,"Cristobal","TS","01 Jun–09 Jun",50,988,4,6,310,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1133",4,"Dolly","TS","22 Jun–24 Jun",40,1000,0.6,0,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1134",5,"Edouard","TS","04 Jul–06 Jul",40,1005,0.6,0,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1135",6,"Fay","TS","09 Jul–11 Jul",50,998,1.1,2,220,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1136",7,"Gonzalo","TS","21 Jul–25 Jul",55,997,2.8,0,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1137",8,"Hanna","HU","23 Jul–26 Jul",80,973,3.6,4,1100,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1138",9,"Isaias","HU","30 Jul–04 Aug",80,986,9.4,12,5000,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1139",10,"Ten","TD","31 Jul–01 Aug",30,1008,0,0,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1140",11,"Josephine","TS","11 Aug–16 Aug",40,1004,1.5,0,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1141",12,"Kyle","TS","14 Aug–15 Aug",45,1000,1,0,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1142",13,"Laura","MH","20 Aug–29 Aug",130,937,12.9,47,19000,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1143",14,"Marco","HU","21 Aug–25 Aug",65,991,3.4,0,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1144",15,"Omar","TS","31 Aug–05 Sep",35,1003,0.7,0,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1145",16,"Nana","HU","01 Sep–03 Sep",65,994,2.5,0,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1146",17,"Paulette","HU","07 Sep–22 Sep",90,965,15.9,2,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1147",18,"Rene","TS","07 Sep–14 Sep",40,1001,2,0,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1148",19,"Sally","HU","11 Sep–17 Sep",95,965,7.3,4,7300,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1149",20,"Teddy","MH","12 Sep–23 Sep",120,945,26.2,2,20,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1150",21,"Vicky","TS","14 Sep–17 Sep",45,1001,2.1,0,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1151",22,"Beta","TS","17 Sep–22 Sep",55,993,3.5,0,225,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1152",23,"Wilfred","TS","17 Sep–21 Sep",35,1006,1.3,0,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1153",24,"Alpha","SS","17 Sep–19 Sep",45,996,1.2,0,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1154",25,"Gamma","HU","02 Oct–06 Oct",65,978,2.8,6,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1155",26,"Delta","MH","04 Oct–10 Oct",120,953,15.1,2,2900,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1156",27,"Epsilon","MH","19 Oct–26 Oct",100,952,13.3,1,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1157",28,"Zeta","MH","24 Oct–29 Oct",100,970,7.5,5,4400,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1158",29,"Eta","MH","31 Oct–13 Nov",130,922,18.2,172,1500,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1159",30,"Theta","TS","10 Nov–15 Nov",60,987,5.3,0,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1160",31,"Iota","MH","13 Nov–18 Nov",135,917,12.3,67,0,"Final",2020,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=atl"
"1161",1,"One-E","TD","25 Apr–26 Apr",30,1006,0,0,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1162",2,"Amanda","TS","30 May–31 May",35,1003,0.2,40,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1163",3,"Boris","TS","24 Jun–27 Jun",35,1005,0.2,0,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1164",4,"Four-E","TD","29 Jun–30 Jun",25,1006,0,0,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1165",5,"Cristina","TS","06 Jul–12 Jul",60,993,5.1,0,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1166",6,"Six-E","TD","13 Jul–14 Jul",30,1007,0,0,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1167",7,"Unnamed","TS","20 Jul–21 Jul",35,1006,0.4,0,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1168",8,"Douglas","MH","20 Jul–29 Jul",115,954,9.2,0,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1169",9,"Elida","HU","08 Aug–12 Aug",90,971,6.2,0,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1170",10,"Ten-E","TD","13 Aug–16 Aug",30,1004,0,0,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1171",11,"Fausto","TS","16 Aug–17 Aug",35,1004,0.1,0,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1172",12,"Genevieve","MH","16 Aug–21 Aug",115,950,11.6,6,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1173",13,"Hernan","TS","26 Aug–28 Aug",40,1001,1.2,0,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1174",14,"Iselle","TS","26 Aug–30 Aug",50,997,2.5,0,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1175",15,"Julio","TS","05 Sep–07 Sep",40,1004,1.1,0,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1176",16,"Karina","TS","12 Sep–16 Sep",50,996,2.7,0,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1177",17,"Lowell","TS","20 Sep–25 Sep",45,1001,2.6,0,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1178",18,"Marie","MH","29 Sep–06 Oct",120,945,18.5,0,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1179",19,"Norbert","TS","05 Oct–14 Oct",50,1000,2,0,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1180",20,"Odalys","TS","03 Nov–05 Nov",45,1000,1.3,0,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1181",21,"Polo","TS","17 Nov–19 Nov",40,1004,0.8,0,0,"Final",2020,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=epac"
"1182",3,"Boris","TS^","24 Jun–27 Jun",35,1005,0,NA,NA,NA,2020,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=cpac"
"1183",5,"Cristina","TS^","06 Jul–12 Jul",60,993,0,NA,NA,NA,2020,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=cpac"
"1184",8,"Douglas","MH^","20 Jul–29 Jul",115,954,11.6,NA,NA,NA,2020,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=cpac"
"1185",17,"Lowell","TS^","20 Sep–25 Sep",45,1001,0,NA,NA,NA,2020,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=cpac"
"1186",18,"Marie","MH^","29 Sep–06 Oct",120,945,0,NA,NA,NA,2020,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2020&basin=cpac"
"1187",1,"Ana","TS","22 May–23 May",40,1004,0.8,0,0,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1188",2,"Bill","TS","14 Jun–15 Jun",55,992,1,0,0,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
"1189",3,"Claudette","TS","19 Jun–22 Jun",40,1003,1.1,4,375,"Final",2021,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2021&basin=atl"
